transformer_id,transformer_type,risk_score,risk_level,root_cause,maintenance_action
23,Distribution Transformer,0.00040517267,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
41,Distribution Transformer,0.0004050674,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
23,Distribution Transformer,0.00039676312,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
18,Distribution Transformer,0.00039542228,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
35,Distribution Transformer,0.00038777545,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
45,Distribution Transformer,0.0003875367,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
46,Distribution Transformer,0.00038487997,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
22,Distribution Transformer,0.00038273918,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
37,Distribution Transformer,0.00037792174,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
45,Distribution Transformer,0.00037493787,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
30,Distribution Transformer,0.00037106394,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
8,Distribution Transformer,0.00036887734,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.00036359022,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
45,Distribution Transformer,0.00036144184,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
19,Distribution Transformer,0.00036135537,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.00035818538,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
36,Distribution Transformer,0.00035673165,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
1,Distribution Transformer,0.0003535648,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
43,Distribution Transformer,0.00035002825,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
21,Distribution Transformer,0.000326121,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0003208077,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
43,Distribution Transformer,0.00031559996,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
19,Distribution Transformer,0.00031310497,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
17,Distribution Transformer,0.00030709506,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
14,Distribution Transformer,0.0003065539,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
25,Distribution Transformer,0.00030440427,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
13,Distribution Transformer,0.00030325892,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
49,Distribution Transformer,0.0003019627,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
5,Distribution Transformer,0.00029842413,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
28,Distribution Transformer,0.00029669786,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
33,Distribution Transformer,0.00029304353,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.0002907374,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
5,Distribution Transformer,0.0002859312,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
9,Distribution Transformer,0.0002806524,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
1,Distribution Transformer,0.00028025906,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
15,Distribution Transformer,0.00027953723,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
26,Distribution Transformer,0.00027732807,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
10,Distribution Transformer,0.00027693043,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
6,Distribution Transformer,0.00027157814,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
25,Distribution Transformer,0.00027062645,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
27,Distribution Transformer,0.0002681835,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
45,Distribution Transformer,0.000263343,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
